model,layer_index,layer_ordinal,relative_depth,estimator,raw_or_pc,mechanism_a,mechanism_b,cosine
Meta-Llama-3.1-8B-Instruct,28,29,0.9032258064516129,median,placebo_calibrated,persona_roleplay,distractors_negated,0.511741042137146
Meta-Llama-3.1-8B-Instruct,28,29,0.9032258064516129,median,placebo_calibrated,encoding_obfuscation,payload_splitting,0.48882055282592773
Meta-Llama-3.1-8B-Instruct,28,29,0.9032258064516129,median,placebo_calibrated,encoding_obfuscation,distractors_negated,0.36264851689338684
Meta-Llama-3.1-8B-Instruct,28,29,0.9032258064516129,median,placebo_calibrated,payload_splitting,distractors_negated,0.657745361328125
Meta-Llama-3.1-8B-Instruct,28,29,0.9032258064516129,trimmed_mean,raw,prefix_injection,refusal_suppression,0.009891734458506107
Meta-Llama-3.1-8B-Instruct,28,29,0.9032258064516129,trimmed_mean,raw,prefix_injection,persona_roleplay,0.6519170999526978
Meta-Llama-3.1-8B-Instruct,28,29,0.9032258064516129,trimmed_mean,raw,prefix_injection,encoding_obfuscation,0.2011456936597824
Meta-Llama-3.1-8B-Instruct,28,29,0.9032258064516129,trimmed_mean,raw,prefix_injection,payload_splitting,0.5293546319007874
Meta-Llama-3.1-8B-Instruct,28,29,0.9032258064516129,trimmed_mean,raw,prefix_injection,distractors_negated,0.512649416923523
Meta-Llama-3.1-8B-Instruct,28,29,0.9032258064516129,trimmed_mean,raw,refusal_suppression,persona_roleplay,-0.06901906430721283
Meta-Llama-3.1-8B-Instruct,28,29,0.9032258064516129,trimmed_mean,raw,refusal_suppression,encoding_obfuscation,0.34629037976264954
Meta-Llama-3.1-8B-Instruct,28,29,0.9032258064516129,trimmed_mean,raw,refusal_suppression,payload_splitting,0.2348448634147644
Meta-Llama-3.1-8B-Instruct,28,29,0.9032258064516129,trimmed_mean,raw,refusal_suppression,distractors_negated,0.33868563175201416
Meta-Llama-3.1-8B-Instruct,28,29,0.9032258064516129,trimmed_mean,raw,persona_roleplay,encoding_obfuscation,0.09466588497161865
Meta-Llama-3.1-8B-Instruct,28,29,0.9032258064516129,trimmed_mean,raw,persona_roleplay,payload_splitting,0.4099467098712921
Meta-Llama-3.1-8B-Instruct,28,29,0.9032258064516129,trimmed_mean,raw,persona_roleplay,distractors_negated,0.38061392307281494
Meta-Llama-3.1-8B-Instruct,28,29,0.9032258064516129,trimmed_mean,raw,encoding_obfuscation,payload_splitting,0.4787919521331787
Meta-Llama-3.1-8B-Instruct,28,29,0.9032258064516129,trimmed_mean,raw,encoding_obfuscation,distractors_negated,0.3175334334373474
Meta-Llama-3.1-8B-Instruct,28,29,0.9032258064516129,trimmed_mean,raw,payload_splitting,distractors_negated,0.6182852387428284
Meta-Llama-3.1-8B-Instruct,28,29,0.9032258064516129,trimmed_mean,placebo_calibrated,prefix_injection,refusal_suppression,0.06374107301235199
Meta-Llama-3.1-8B-Instruct,28,29,0.9032258064516129,trimmed_mean,placebo_calibrated,prefix_injection,persona_roleplay,0.7278860807418823
Meta-Llama-3.1-8B-Instruct,28,29,0.9032258064516129,trimmed_mean,placebo_calibrated,prefix_injection,encoding_obfuscation,0.2715613543987274
Meta-Llama-3.1-8B-Instruct,28,29,0.9032258064516129,trimmed_mean,placebo_calibrated,prefix_injection,payload_splitting,0.5868783593177795
Meta-Llama-3.1-8B-Instruct,28,29,0.9032258064516129,trimmed_mean,placebo_calibrated,prefix_injection,distractors_negated,0.6065044403076172
Meta-Llama-3.1-8B-Instruct,28,29,0.9032258064516129,trimmed_mean,placebo_calibrated,refusal_suppression,persona_roleplay,-0.022845979779958725
Meta-Llama-3.1-8B-Instruct,28,29,0.9032258064516129,trimmed_mean,placebo_calibrated,refusal_suppression,encoding_obfuscation,0.3791763186454773
Meta-Llama-3.1-8B-Instruct,28,29,0.9032258064516129,trimmed_mean,placebo_calibrated,refusal_suppression,payload_splitting,0.24183154106140137
Meta-Llama-3.1-8B-Instruct,28,29,0.9032258064516129,trimmed_mean,placebo_calibrated,refusal_suppression,distractors_negated,0.36187440156936646
Meta-Llama-3.1-8B-Instruct,28,29,0.9032258064516129,trimmed_mean,placebo_calibrated,persona_roleplay,encoding_obfuscation,0.18359491229057312
Meta-Llama-3.1-8B-Instruct,28,29,0.9032258064516129,trimmed_mean,placebo_calibrated,persona_roleplay,payload_splitting,0.4834045469760895
Meta-Llama-3.1-8B-Instruct,28,29,0.9032258064516129,trimmed_mean,placebo_calibrated,persona_roleplay,distractors_negated,0.5054479837417603
Meta-Llama-3.1-8B-Instruct,28,29,0.9032258064516129,trimmed_mean,placebo_calibrated,encoding_obfuscation,payload_splitting,0.5097081661224365
Meta-Llama-3.1-8B-Instruct,28,29,0.9032258064516129,trimmed_mean,placebo_calibrated,encoding_obfuscation,distractors_negated,0.3723784387111664
Meta-Llama-3.1-8B-Instruct,28,29,0.9032258064516129,trimmed_mean,placebo_calibrated,payload_splitting,distractors_negated,0.658884584903717
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,mean,raw,prefix_injection,refusal_suppression,0.003062620759010315
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,mean,raw,prefix_injection,persona_roleplay,0.655366837978363
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,mean,raw,prefix_injection,encoding_obfuscation,0.2211923599243164
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,mean,raw,prefix_injection,payload_splitting,0.5286068916320801
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,mean,raw,prefix_injection,distractors_negated,0.4904431700706482
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,mean,raw,refusal_suppression,persona_roleplay,-0.07258258759975433
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,mean,raw,refusal_suppression,encoding_obfuscation,0.34405627846717834
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,mean,raw,refusal_suppression,payload_splitting,0.25204598903656006
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,mean,raw,refusal_suppression,distractors_negated,0.34472355246543884
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,mean,raw,persona_roleplay,encoding_obfuscation,0.13302922248840332
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,mean,raw,persona_roleplay,payload_splitting,0.4187262952327728
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,mean,raw,persona_roleplay,distractors_negated,0.3674986660480499
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,mean,raw,encoding_obfuscation,payload_splitting,0.5099560618400574
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,mean,raw,encoding_obfuscation,distractors_negated,0.3322805166244507
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,mean,raw,payload_splitting,distractors_negated,0.6144233345985413
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,mean,placebo_calibrated,prefix_injection,refusal_suppression,0.0799361988902092
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,mean,placebo_calibrated,prefix_injection,persona_roleplay,0.7347951531410217
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,mean,placebo_calibrated,prefix_injection,encoding_obfuscation,0.28941985964775085
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,mean,placebo_calibrated,prefix_injection,payload_splitting,0.588318943977356
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,mean,placebo_calibrated,prefix_injection,distractors_negated,0.5945760011672974
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,mean,placebo_calibrated,refusal_suppression,persona_roleplay,0.0033313538879156113
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,mean,placebo_calibrated,refusal_suppression,encoding_obfuscation,0.37833887338638306
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,mean,placebo_calibrated,refusal_suppression,payload_splitting,0.26976048946380615
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,mean,placebo_calibrated,refusal_suppression,distractors_negated,0.38164886832237244
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,mean,placebo_calibrated,persona_roleplay,encoding_obfuscation,0.21816423535346985
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,mean,placebo_calibrated,persona_roleplay,payload_splitting,0.4953123927116394
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,mean,placebo_calibrated,persona_roleplay,distractors_negated,0.5070822238922119
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,mean,placebo_calibrated,encoding_obfuscation,payload_splitting,0.5382274389266968
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,mean,placebo_calibrated,encoding_obfuscation,distractors_negated,0.38374394178390503
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,mean,placebo_calibrated,payload_splitting,distractors_negated,0.6571227312088013
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,median,raw,prefix_injection,refusal_suppression,0.028513312339782715
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,median,raw,prefix_injection,persona_roleplay,0.654788613319397
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,median,raw,prefix_injection,encoding_obfuscation,0.22660112380981445
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,median,raw,prefix_injection,payload_splitting,0.5403225421905518
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,median,raw,prefix_injection,distractors_negated,0.5117213726043701
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,median,raw,refusal_suppression,persona_roleplay,-0.02600841224193573
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,median,raw,refusal_suppression,encoding_obfuscation,0.33756354451179504
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,median,raw,refusal_suppression,payload_splitting,0.24673590064048767
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,median,raw,refusal_suppression,distractors_negated,0.3318047523498535
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,median,raw,persona_roleplay,encoding_obfuscation,0.1378801316022873
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,median,raw,persona_roleplay,payload_splitting,0.42678338289260864
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,median,raw,persona_roleplay,distractors_negated,0.3917336165904999
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,median,raw,encoding_obfuscation,payload_splitting,0.4864705502986908
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,median,raw,encoding_obfuscation,distractors_negated,0.3131394684314728
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,median,raw,payload_splitting,distractors_negated,0.6180633902549744
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,median,placebo_calibrated,prefix_injection,refusal_suppression,0.08601994812488556
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,median,placebo_calibrated,prefix_injection,persona_roleplay,0.7310508489608765
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,median,placebo_calibrated,prefix_injection,encoding_obfuscation,0.28838008642196655
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,median,placebo_calibrated,prefix_injection,payload_splitting,0.600905179977417
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,median,placebo_calibrated,prefix_injection,distractors_negated,0.6040973663330078
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,median,placebo_calibrated,refusal_suppression,persona_roleplay,0.030552297830581665
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,median,placebo_calibrated,refusal_suppression,encoding_obfuscation,0.3612282872200012
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,median,placebo_calibrated,refusal_suppression,payload_splitting,0.24467112123966217
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,median,placebo_calibrated,refusal_suppression,distractors_negated,0.35947954654693604
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,median,placebo_calibrated,persona_roleplay,encoding_obfuscation,0.21457964181900024
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,median,placebo_calibrated,persona_roleplay,payload_splitting,0.49548885226249695
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,median,placebo_calibrated,persona_roleplay,distractors_negated,0.5149692296981812
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,median,placebo_calibrated,encoding_obfuscation,payload_splitting,0.5098261833190918
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,median,placebo_calibrated,encoding_obfuscation,distractors_negated,0.36330360174179077
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,median,placebo_calibrated,payload_splitting,distractors_negated,0.6579450368881226
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,trimmed_mean,raw,prefix_injection,refusal_suppression,0.013397889211773872
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,trimmed_mean,raw,prefix_injection,persona_roleplay,0.6570741534233093
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,trimmed_mean,raw,prefix_injection,encoding_obfuscation,0.22318297624588013
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,trimmed_mean,raw,prefix_injection,payload_splitting,0.5357570052146912
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,trimmed_mean,raw,prefix_injection,distractors_negated,0.5007889270782471
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,trimmed_mean,raw,refusal_suppression,persona_roleplay,-0.05008775368332863
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,trimmed_mean,raw,refusal_suppression,encoding_obfuscation,0.34102243185043335
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,trimmed_mean,raw,refusal_suppression,payload_splitting,0.25082680583000183
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,trimmed_mean,raw,refusal_suppression,distractors_negated,0.3383959233760834
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,trimmed_mean,raw,persona_roleplay,encoding_obfuscation,0.13459597527980804
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,trimmed_mean,raw,persona_roleplay,payload_splitting,0.42286404967308044
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,trimmed_mean,raw,persona_roleplay,distractors_negated,0.3798656761646271
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,trimmed_mean,raw,encoding_obfuscation,payload_splitting,0.49956709146499634
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,trimmed_mean,raw,encoding_obfuscation,distractors_negated,0.32159364223480225
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,trimmed_mean,raw,payload_splitting,distractors_negated,0.6177962422370911
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,trimmed_mean,placebo_calibrated,prefix_injection,refusal_suppression,0.0809614360332489
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,trimmed_mean,placebo_calibrated,prefix_injection,persona_roleplay,0.735520601272583
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,trimmed_mean,placebo_calibrated,prefix_injection,encoding_obfuscation,0.2886318266391754
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,trimmed_mean,placebo_calibrated,prefix_injection,payload_splitting,0.5943652987480164
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,trimmed_mean,placebo_calibrated,prefix_injection,distractors_negated,0.6004842519760132
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,trimmed_mean,placebo_calibrated,refusal_suppression,persona_roleplay,0.01016440149396658
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,trimmed_mean,placebo_calibrated,refusal_suppression,encoding_obfuscation,0.369119256734848
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,trimmed_mean,placebo_calibrated,refusal_suppression,payload_splitting,0.25829416513442993
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,trimmed_mean,placebo_calibrated,refusal_suppression,distractors_negated,0.3672276437282562
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,trimmed_mean,placebo_calibrated,persona_roleplay,encoding_obfuscation,0.21456637978553772
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,trimmed_mean,placebo_calibrated,persona_roleplay,payload_splitting,0.49594172835350037
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,trimmed_mean,placebo_calibrated,persona_roleplay,distractors_negated,0.5100511312484741
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,trimmed_mean,placebo_calibrated,encoding_obfuscation,payload_splitting,0.5257363319396973
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,trimmed_mean,placebo_calibrated,encoding_obfuscation,distractors_negated,0.3716023564338684
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,trimmed_mean,placebo_calibrated,payload_splitting,distractors_negated,0.6583680510520935
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,mean,raw,prefix_injection,refusal_suppression,0.014036882668733597
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,mean,raw,prefix_injection,persona_roleplay,0.6375894546508789
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,mean,raw,prefix_injection,encoding_obfuscation,0.2516486942768097
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,mean,raw,prefix_injection,payload_splitting,0.5285651683807373
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,mean,raw,prefix_injection,distractors_negated,0.49157366156578064
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,mean,raw,refusal_suppression,persona_roleplay,-0.07532764971256256
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,mean,raw,refusal_suppression,encoding_obfuscation,0.3478083610534668
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,mean,raw,refusal_suppression,payload_splitting,0.2696269154548645
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,mean,raw,refusal_suppression,distractors_negated,0.34498679637908936
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,mean,raw,persona_roleplay,encoding_obfuscation,0.14730679988861084
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,mean,raw,persona_roleplay,payload_splitting,0.42082643508911133
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,mean,raw,persona_roleplay,distractors_negated,0.3745969533920288
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,mean,raw,encoding_obfuscation,payload_splitting,0.5278491377830505
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,mean,raw,encoding_obfuscation,distractors_negated,0.3574979603290558
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,mean,raw,payload_splitting,distractors_negated,0.6283897161483765
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,mean,placebo_calibrated,prefix_injection,refusal_suppression,0.12875431776046753
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,mean,placebo_calibrated,prefix_injection,persona_roleplay,0.7328237295150757
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,mean,placebo_calibrated,prefix_injection,encoding_obfuscation,0.33779212832450867
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,mean,placebo_calibrated,prefix_injection,payload_splitting,0.6060475707054138
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,mean,placebo_calibrated,prefix_injection,distractors_negated,0.611336886882782
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,mean,placebo_calibrated,refusal_suppression,persona_roleplay,0.03690589591860771
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,mean,placebo_calibrated,refusal_suppression,encoding_obfuscation,0.4069669842720032
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,mean,placebo_calibrated,refusal_suppression,payload_splitting,0.3210237920284271
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,mean,placebo_calibrated,refusal_suppression,distractors_negated,0.4045453667640686
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,mean,placebo_calibrated,persona_roleplay,encoding_obfuscation,0.2562118172645569
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,mean,placebo_calibrated,persona_roleplay,payload_splitting,0.5196535587310791
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,mean,placebo_calibrated,persona_roleplay,distractors_negated,0.529156506061554
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,mean,placebo_calibrated,encoding_obfuscation,payload_splitting,0.5683643221855164
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,mean,placebo_calibrated,encoding_obfuscation,distractors_negated,0.4256895184516907
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,mean,placebo_calibrated,payload_splitting,distractors_negated,0.6838085651397705
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,median,raw,prefix_injection,refusal_suppression,0.037036411464214325
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,median,raw,prefix_injection,persona_roleplay,0.6367093324661255
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,median,raw,prefix_injection,encoding_obfuscation,0.2529900074005127
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,median,raw,prefix_injection,payload_splitting,0.53791344165802
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,median,raw,prefix_injection,distractors_negated,0.5032503604888916
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,median,raw,refusal_suppression,persona_roleplay,-0.024199727922677994
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,median,raw,refusal_suppression,encoding_obfuscation,0.34431949257850647
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,median,raw,refusal_suppression,payload_splitting,0.27008694410324097
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,median,raw,refusal_suppression,distractors_negated,0.3428165912628174
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,median,raw,persona_roleplay,encoding_obfuscation,0.1523771435022354
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,median,raw,persona_roleplay,payload_splitting,0.42584842443466187
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,median,raw,persona_roleplay,distractors_negated,0.3926444351673126
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,median,raw,encoding_obfuscation,payload_splitting,0.5076318383216858
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,median,raw,encoding_obfuscation,distractors_negated,0.34124884009361267
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,median,raw,payload_splitting,distractors_negated,0.6322973966598511
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,median,placebo_calibrated,prefix_injection,refusal_suppression,0.1366203874349594
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,median,placebo_calibrated,prefix_injection,persona_roleplay,0.7296721935272217
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,median,placebo_calibrated,prefix_injection,encoding_obfuscation,0.3342209756374359
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,median,placebo_calibrated,prefix_injection,payload_splitting,0.6128808856010437
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,median,placebo_calibrated,prefix_injection,distractors_negated,0.6191673278808594
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,median,placebo_calibrated,refusal_suppression,persona_roleplay,0.06133955344557762
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,median,placebo_calibrated,refusal_suppression,encoding_obfuscation,0.3928930163383484
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,median,placebo_calibrated,refusal_suppression,payload_splitting,0.3001556992530823
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,median,placebo_calibrated,refusal_suppression,distractors_negated,0.3856647312641144
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,median,placebo_calibrated,persona_roleplay,encoding_obfuscation,0.2503243684768677
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,median,placebo_calibrated,persona_roleplay,payload_splitting,0.5174465179443359
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,median,placebo_calibrated,persona_roleplay,distractors_negated,0.5309784412384033
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,median,placebo_calibrated,encoding_obfuscation,payload_splitting,0.5424274206161499
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,median,placebo_calibrated,encoding_obfuscation,distractors_negated,0.4062920808792114
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,median,placebo_calibrated,payload_splitting,distractors_negated,0.6826974153518677
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,trimmed_mean,raw,prefix_injection,refusal_suppression,0.02670450136065483
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,trimmed_mean,raw,prefix_injection,persona_roleplay,0.6388495564460754
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,trimmed_mean,raw,prefix_injection,encoding_obfuscation,0.2528749406337738
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,trimmed_mean,raw,prefix_injection,payload_splitting,0.5333313941955566
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,trimmed_mean,raw,prefix_injection,distractors_negated,0.4995678663253784
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,trimmed_mean,raw,refusal_suppression,persona_roleplay,-0.050115782767534256
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,trimmed_mean,raw,refusal_suppression,encoding_obfuscation,0.3463224768638611
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,trimmed_mean,raw,refusal_suppression,payload_splitting,0.27290791273117065
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,trimmed_mean,raw,refusal_suppression,distractors_negated,0.3427903652191162
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,trimmed_mean,raw,persona_roleplay,encoding_obfuscation,0.14840611815452576
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,trimmed_mean,raw,persona_roleplay,payload_splitting,0.4232203960418701
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,trimmed_mean,raw,persona_roleplay,distractors_negated,0.38475698232650757
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,trimmed_mean,raw,encoding_obfuscation,payload_splitting,0.5191160440444946
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,trimmed_mean,raw,encoding_obfuscation,distractors_negated,0.3477207124233246
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,trimmed_mean,raw,payload_splitting,distractors_negated,0.6312536597251892
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,trimmed_mean,placebo_calibrated,prefix_injection,refusal_suppression,0.13196754455566406
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,trimmed_mean,placebo_calibrated,prefix_injection,persona_roleplay,0.7326438426971436
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,trimmed_mean,placebo_calibrated,prefix_injection,encoding_obfuscation,0.3357886075973511
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,trimmed_mean,placebo_calibrated,prefix_injection,payload_splitting,0.6089276075363159
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,trimmed_mean,placebo_calibrated,prefix_injection,distractors_negated,0.6147401332855225
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,trimmed_mean,placebo_calibrated,refusal_suppression,persona_roleplay,0.046364109963178635
